miRNA	A10_SM385B	A11_SM385B	A12_SM385B	A13_SM385B	A14_SM385B	A1_SM385B	A2_SM385B	A3_SM385B	A4_SM385B	A5_SM385B	A6_SM385B	A7_SM385B	A8_SM385B	A9_SM385B	B10_SM385B	B11_SM385B	B12_SM385B	B13_SM385B	B1_SM385B	B2_SM385B	B3_SM385B	B4_SM385B	B5_SM385B	B6_SM385B	B7_SM385B	B8_SM385B	B9_SM385B	C1_SM385B	C2_SM385B	C3_SM385B	C4_SM385B	C5_SM385B	C6_SM385B
hsa-miR-34c-5p	8128	6055	7094	7535	41607	548	3180	29148	1050	736	11045	4826	7221	97159	20228	1350	1420	233	2435	589	95976	706	695	9984	3188	13131	8841	10811	16186	733	1230	314	1156
hsa-miR-3529-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3529-5p	2	0	8	7	5	1	9	2	3	0	2	0	1	0	0	0	0	0	0	3	3	0	11	0	3	1	8	0	0	0	0	3	3
hsa-miR-3605-3p	125	171	63	61	21	4	74	38	69	20	94	72	50	189	26	12	137	23	73	215	59	49	14	144	75	267	80	18	13	4	9	21	18
hsa-miR-3605-5p	85	27	48	34	17	5	31	17	9	5	25	35	80	27	5	7	21	5	27	41	13	9	21	163	10	62	66	11	22	9	0	9	2
hsa-miR-3606-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3606-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3609	31	1	1	0	1	5	18	3	5	2	4	9	2	62	8	16	5	6	1	3	6	7	0	4	18	20	2	20	9	5	0	5	0
hsa-miR-361-3p	13327	12991	11761	8425	4991	1329	11446	5530	6339	2452	12286	7984	5432	20154	6148	8469	15898	4919	7033	7118	5949	8710	6862	35482	6553	31754	29367	1874	3431	1292	4261	1201	2292
hsa-miR-361-5p	21069	37689	20998	16406	10030	4838	25117	9023	8916	4427	27761	19849	15947	56241	12982	11609	13693	3820	16000	9778	10770	13985	15293	86478	12690	56879	71019	2883	7235	1945	8771	2520	6345
hsa-miR-3610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3611	69	3	27	26	2	14	19	18	7	4	33	16	34	35	10	23	20	5	9	3	27	17	13	32	15	46	154	18	2	8	29	0	10
hsa-miR-3612	7	0	8	0	0	0	3	1	2	2	19	1	0	5	3	20	0	10	5	5	1	6	0	94	10	3	27	1	2	11	3	2	0
hsa-miR-3613-3p	41	25	20	16	20	13	37	27	41	10	58	28	28	260	28	23	0	2	18	19	24	16	50	310	6	132	214	9	6	6	20	4	14
hsa-miR-3613-5p	3552	3058	2173	1466	1389	725	1615	992	1340	864	2626	1770	1086	8656	1385	3545	3212	1710	1124	1837	1693	1437	1817	9679	901	7987	7607	645	1411	572	1245	312	815
hsa-miR-3614-3p	1	2	0	2	0	0	3	0	3	0	0	8	0	0	3	6	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0
hsa-miR-3614-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
hsa-miR-3615	556	283	382	130	177	146	195	108	136	38	383	156	319	1140	174	187	226	32	105	151	138	291	275	1753	137	1871	1365	42	33	70	86	29	66
hsa-miR-3616-3p	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3616-5p	31	0	15	1	2	4	10	0	2	3	10	2	20	0	0	24	11	5	0	0	5	4	0	0	2	30	1	1	0	0	0	3	3
hsa-miR-3617-3p	4	37	0	3	4	0	11	0	0	2	16	2	19	0	7	0	0	9	7	4	3	6	2	0	0	1	0	0	2	0	0	4	0
hsa-miR-3617-5p	29	71	10	24	15	4	24	19	17	9	13	28	52	60	29	17	22	0	21	3	13	21	27	69	4	8	75	0	28	8	33	4	7
hsa-miR-3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3619-3p	5	0	0	0	4	0	0	0	0	1	8	0	12	0	0	0	0	0	2	0	0	0	0	0	0	31	4	0	0	2	0	0	0
hsa-miR-3619-5p	13	0	0	0	3	0	1	0	0	1	8	0	0	27	0	0	0	0	0	1	0	2	0	1	5	0	0	0	0	0	0	0	0
hsa-miR-362-3p	586	194	244	240	205	355	304	136	132	101	502	317	189	1054	288	177	113	20	200	74	344	125	101	626	191	1076	1989	84	151	73	153	88	103
hsa-miR-362-5p	2508	1971	1492	1139	1446	1348	1315	980	447	245	2317	1042	768	3164	1041	727	1101	364	956	530	954	862	1015	4952	689	3817	5979	252	305	278	438	128	360
hsa-miR-3620-3p	4	7	25	0	0	0	24	1	0	7	9	6	3	0	0	27	0	0	6	4	0	4	3	30	6	13	39	0	0	0	0	0	1
hsa-miR-3620-5p	23	33	11	0	6	1	1	9	6	4	20	5	2	24	1	2	0	0	8	4	3	4	3	31	0	20	11	3	2	10	7	0	7
hsa-miR-3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622a-3p	22	1	56	14	9	3	16	2	10	1	17	1	5	32	20	9	6	0	18	10	7	5	4	99	15	54	28	1	0	11	1	7	4
hsa-miR-3622a-5p	55	110	20	56	42	19	16	28	30	12	97	29	19	186	19	49	61	9	20	54	16	19	32	367	29	127	70	3	9	11	6	9	2
hsa-miR-3622b-3p	0	7	2	3	0	0	5	0	2	3	0	5	0	7	1	0	0	0	0	0	2	0	7	30	0	1	21	0	0	0	0	0	1
hsa-miR-3622b-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-363-3p	6565	5298	4089	5199	2611	582	4951	2737	2444	1022	8215	5869	3001	20894	4213	3422	6486	985	3647	2694	4024	3253	3023	23500	4511	21822	28458	849	2204	682	2410	1257	1296
hsa-miR-363-5p	27	22	0	10	2	2	14	15	3	1	8	13	3	30	2	0	9	0	11	1	8	1	0	1	2	28	133	5	0	0	0	0	7
hsa-miR-3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3648	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
hsa-miR-3649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3651	0	8	0	7	0	0	5	0	3	0	2	0	3	0	6	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3654	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3655	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3659	4	0	0	2	5	0	0	0	0	2	0	17	0	0	0	0	0	0	3	0	1	3	0	19	5	32	42	0	0	0	0	0	3
hsa-miR-365a-3p	9965	7733	4323	6379	3196	685	5173	3535	2985	1444	11557	7695	3697	15935	5117	4004	2112	696	3881	2356	3828	4742	5654	38566	3414	19638	43032	1434	1897	438	3900	1084	1641
hsa-miR-365a-5p	13	20	25	32	7	0	15	16	12	6	28	2	21	29	8	0	0	1	10	10	16	20	2	45	2	17	12	0	1	7	4	0	3
hsa-miR-365b-3p	9965	7733	4323	6379	3196	685	5173	3535	2985	1444	11557	7695	3697	15935	5117	4004	2112	696	3881	2356	3828	4742	5654	38566	3414	19638	43032	1434	1897	438	3900	1084	1641
hsa-miR-365b-5p	10	1	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	1	0	0	1
hsa-miR-3660	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	15	0	0	6	9	1	0	0
hsa-miR-3661	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	6	0	0	23	0	0	0	0	0	0	0	0	0	0	2	0	1
hsa-miR-3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3663-3p	25	11	12	2	5	0	1	5	3	1	1	1	2	11	8	0	0	0	1	22	8	2	16	53	3	24	0	3	16	0	0	0	0
hsa-miR-3663-5p	0	5	1	0	0	0	0	0	2	0	0	2	1	1	3	0	0	0	0	23	8	0	0	26	2	18	3	0	2	0	11	0	0
hsa-miR-3664-3p	1	0	4	0	2	0	0	1	0	0	5	0	0	24	0	0	0	0	0	1	5	0	3	10	1	1	11	0	0	0	3	0	0
hsa-miR-3664-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3667-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3667-5p	0	0	0	0	4	1	3	0	0	0	0	6	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-367-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-367-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3674	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3675-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0
hsa-miR-3675-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
hsa-miR-3677-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3677-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0
hsa-miR-3678-3p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	4	0	12	0	1	0	0	5	0	2	0	0	0
hsa-miR-3678-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3679-3p	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	5	0	1	0	0	0
hsa-miR-3679-5p	13	4	11	0	0	0	6	1	1	0	5	2	0	0	0	10	6	1	7	10	7	0	11	0	4	23	26	0	8	3	0	0	0
hsa-miR-3680-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3680-5p	0	3	0	3	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	23	0	0	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-3681-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3681-5p	18	14	9	2	0	0	1	4	12	7	9	2	1	0	0	6	0	8	1	30	8	8	3	0	2	13	43	0	1	0	25	3	4
hsa-miR-3682-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-3682-5p	1	0	0	2	0	0	2	0	0	0	0	0	0	19	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	12	0
hsa-miR-3683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3684	0	17	5	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	3	0	0	1	0	0	0	8	1	0	0	0	0	0	1
hsa-miR-3685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3688-3p	2	0	14	2	1	1	47	4	11	3	19	8	3	20	12	0	7	0	7	0	2	5	0	56	8	64	59	0	0	1	29	2	2
hsa-miR-3688-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689a-5p	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689b-5p	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689e	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3689f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-369-3p	17522	20396	13583	11325	6341	3438	14830	4880	6400	3486	19901	12804	7944	25377	10246	9474	14040	3126	15062	7752	7131	11349	9981	41224	9320	52202	55858	2968	8666	1697	8104	3236	6399
hsa-miR-369-5p	4006	4653	3176	1915	729	920	3358	1180	1613	657	3617	2621	2207	6118	1757	1086	1552	469	2310	1524	1472	1277	1461	6195	1654	9621	9262	782	639	174	1312	420	1249
hsa-miR-3690	4	1	0	0	7	0	0	0	1	4	0	0	0	14	0	0	25	0	7	14	2	3	8	1	3	12	43	7	3	0	0	0	1
hsa-miR-3691-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3691-5p	1	1	22	0	3	1	0	2	4	1	17	15	1	0	8	5	0	0	5	2	0	6	7	0	5	11	23	0	3	1	0	0	1
hsa-miR-3692-3p	0	0	0	8	0	0	6	1	4	0	6	6	0	0	0	0	0	0	0	0	0	3	7	0	0	0	20	0	0	0	1	0	1
hsa-miR-3692-5p	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-370-3p	8250	5467	7496	2350	1036	462	6342	1753	2965	1106	5692	3498	3070	4705	1811	2922	5898	2206	4507	5638	2567	1894	1591	9984	2318	15002	7184	901	1287	392	1413	768	1847
hsa-miR-370-5p	216	341	232	120	47	30	181	99	104	37	230	143	71	134	88	186	284	79	173	143	69	108	68	586	144	779	418	65	59	1	142	30	109
hsa-miR-3713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371a-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371a-5p	17	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-371b-5p	0	0	0	1	0	1	0	0	0	0	2	5	0	6	0	0	7	0	2	0	0	0	0	48	0	0	0	0	0	0	6	0	0
hsa-miR-372-3p	0	0	16	32	0	0	9	0	23	1	0	0	0	1	2	0	0	4	0	1	0	0	0	30	0	0	0	0	0	0	0	0	0
hsa-miR-372-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-373-3p	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-373-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-374a-3p	2215	1623	2071	2354	1410	711	2295	872	1297	650	4410	1908	1174	10714	2538	2032	2934	502	1875	681	2369	1679	1300	7205	1410	9876	23281	401	1109	172	1041	313	691
hsa-miR-374a-5p	6955	5431	5266	7997	4582	3579	8957	3229	7823	3386	14230	7187	3740	57331	7375	3409	2697	577	6723	2485	12620	5964	4171	26856	3191	21120	62060	4387	1884	544	3030	718	4261
hsa-miR-374b-3p	692	724	457	465	324	162	588	255	195	92	879	472	458	1737	409	209	431	135	428	177	297	307	338	2064	339	1436	2349	117	259	67	245	67	147
hsa-miR-374b-5p	11661	13453	12192	8903	8957	7144	8650	4457	5765	2442	15490	8976	4206	57532	7719	5045	3499	808	6498	4032	6985	7465	7766	45031	5529	24225	39359	4353	7662	4414	11648	3853	4943
hsa-miR-374c-3p	11	8	10	1	2	0	2	2	5	3	6	1	4	18	10	3	4	2	9	0	1	7	4	77	7	39	63	2	1	0	0	0	2
hsa-miR-374c-5p	49	94	35	22	52	36	45	24	20	14	72	37	18	403	68	39	0	5	33	24	20	68	18	186	25	128	122	7	9	12	33	9	13
hsa-miR-375-3p	312	556	774	367	2804	44	244	1480	147	61	738	383	274	4687	740	241	286	73	161	234	4411	101	131	1025	202	937	789	475	703	27	100	34	84
hsa-miR-375-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376a-2-5p	149	67	81	18	27	125	106	35	39	19	67	77	35	244	14	49	28	20	46	59	40	14	28	183	29	194	257	16	10	6	45	18	16
hsa-miR-376a-3p	2431	2042	1583	1176	589	814	2108	545	638	428	2797	1572	765	3467	1033	708	1004	273	1194	612	772	882	1000	5708	936	5427	7322	282	564	214	899	286	799
hsa-miR-376a-5p	1579	854	1403	532	199	386	1055	423	425	209	1516	781	385	2003	494	337	175	143	568	598	559	391	359	1320	436	2222	3411	400	159	77	591	245	463
hsa-miR-376b-3p	109	100	94	47	55	122	197	37	30	33	243	66	57	183	63	75	36	22	52	18	45	69	81	96	36	386	664	16	45	9	50	5	44
hsa-miR-376b-5p	320	232	108	150	40	184	204	92	46	30	246	196	104	319	131	102	16	13	82	35	58	52	61	282	88	513	1074	51	61	19	137	39	108
hsa-miR-376c-3p	4770	4346	2527	2825	1532	5677	4282	1667	2147	692	7109	3614	1843	9072	2775	1451	1525	359	2237	1142	1818	1673	2434	11290	1791	13919	23873	800	1216	477	2097	720	1875
hsa-miR-376c-5p	322	232	123	153	40	184	208	93	47	37	283	209	104	347	137	102	16	13	83	35	67	53	61	282	89	529	1110	54	61	19	138	39	110
hsa-miR-377-3p	682	580	542	465	202	509	896	232	587	178	1321	619	215	1451	487	359	284	46	474	261	595	294	199	1865	383	3197	6579	282	168	86	403	95	365
hsa-miR-377-5p	831	1020	676	288	160	98	646	220	177	105	720	403	339	714	250	223	211	87	453	221	251	308	267	1953	333	1691	1606	117	68	48	127	51	208
hsa-miR-378a-3p	13153	11934	7691	7115	3929	4092	7563	3323	3774	1488	11026	6241	4414	13447	5361	3588	6733	1681	6288	4944	4158	6088	4582	42270	3715	22423	41396	1590	3681	1192	3915	1602	1874
hsa-miR-378a-5p	371	439	228	274	139	265	275	120	76	49	423	238	131	428	135	88	126	22	114	126	96	180	117	1479	103	455	986	34	69	22	123	26	64
hsa-miR-378b	5	5	2	0	0	0	2	0	1	2	0	1	0	2	0	4	2	0	6	0	0	1	0	5	0	1	2	0	1	1	1	0	0
hsa-miR-378c	851	527	325	389	162	301	586	166	185	76	615	264	235	797	274	192	270	118	290	121	164	223	213	2259	205	1159	2414	49	194	63	260	94	112
hsa-miR-378d	245	126	162	111	39	83	147	61	46	23	202	83	69	420	54	17	69	38	85	56	51	59	42	521	47	310	593	7	41	8	49	19	31
hsa-miR-378e	0	1	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0
hsa-miR-378f	26	19	6	15	5	9	4	1	6	5	14	7	3	63	10	8	7	9	11	2	13	8	9	25	14	17	48	0	4	0	4	1	1
hsa-miR-378g	88	121	63	60	21	26	71	12	18	3	45	38	36	16	18	51	64	18	36	22	18	42	21	247	33	121	216	22	50	5	60	2	14
hsa-miR-378h	1	0	0	10	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0
hsa-miR-378i	67	51	25	58	14	23	40	26	23	18	62	53	8	84	50	14	15	10	23	7	31	54	38	79	31	185	159	7	23	4	9	10	8
hsa-miR-378j	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
hsa-miR-379-3p	982	1603	1120	627	433	275	1068	334	452	266	1561	601	452	1172	470	379	506	142	794	500	467	759	680	2890	454	2276	4381	331	491	38	582	205	378
hsa-miR-379-5p	59169	50822	52976	28887	10278	19207	52042	17389	22013	7879	58555	30410	26292	61191	26290	23476	45851	13616	27175	43272	20313	18886	23508	116663	24679	141950	195736	11921	16997	2943	21340	7102	18309
hsa-miR-380-3p	1023	1212	1236	757	389	212	1355	351	458	244	1551	735	541	1566	683	490	422	161	952	322	505	609	617	2467	531	3053	4052	185	422	72	558	222	576
hsa-miR-380-5p	555	468	630	287	75	55	336	139	175	62	539	261	213	484	188	162	346	77	213	242	183	191	169	734	160	928	1224	121	148	35	245	68	163
hsa-miR-381-3p	6275	7372	4802	5540	2247	4383	6679	2436	4876	1576	10243	4941	3268	12713	4945	4321	6954	1620	5206	2301	4293	3930	3239	21192	4149	25520	41533	1603	2802	548	3909	1133	2529
hsa-miR-381-5p	166	136	76	93	34	23	131	62	33	24	139	56	18	80	54	50	50	7	57	28	52	64	53	302	44	269	280	42	40	2	59	9	30
hsa-miR-382-3p	7818	6486	8100	3787	1980	1074	6252	2444	2591	1182	7382	4259	4441	8175	3247	5074	8042	2486	5027	4663	2394	3329	3168	13219	4221	22080	16231	1049	3483	966	3627	1546	1884
hsa-miR-382-5p	13876	14200	12659	4930	3022	1886	7312	2950	2906	1096	9351	5982	4505	8364	2854	4064	7210	1908	5829	8020	2728	3804	4446	23795	3941	19709	17248	1271	2570	1219	3932	1426	2824
hsa-miR-383-3p	36	30	7	30	0	14	21	11	10	4	42	54	69	20	11	5	11	2	23	2	8	28	9	228	17	175	176	7	2	0	7	0	10
hsa-miR-383-5p	7111	7355	4432	4585	1784	1671	4605	2579	2144	712	6431	5900	3005	6052	2357	2417	3181	917	2447	3089	1643	2495	3430	20197	1531	12027	14290	1234	2578	632	3178	747	1306
hsa-miR-384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3907	0	0	0	0	0	0	0	0	0	0	2	6	0	1	3	0	0	0	0	4	0	0	0	79	0	0	0	0	0	0	0	0	2
hsa-miR-3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3909	179	177	98	54	31	29	117	32	66	21	101	60	26	205	31	36	91	32	72	100	66	65	69	284	59	258	119	8	8	4	36	2	26
hsa-miR-3910	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-3912-3p	250	369	140	365	128	72	399	152	97	64	496	346	257	975	365	129	205	92	237	79	200	142	195	1593	246	1437	2038	27	127	31	110	81	70
hsa-miR-3912-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3913-3p	0	0	6	3	6	1	4	4	4	0	0	5	1	25	1	0	0	0	1	3	0	10	0	1	0	41	1	0	5	0	0	0	0
hsa-miR-3913-5p	35	29	45	18	16	15	37	11	19	0	33	19	8	131	9	0	15	5	11	6	44	0	2	93	3	63	51	9	30	4	0	2	12
hsa-miR-3914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	17	0	0	7	0	0	1
hsa-miR-3915	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
